source_id,source_type,title,url,published_at,verified_at,expires_at,applies_to,confidence,notes
food-wangjia-detail,commercial,王家味道王家大院店,https://au.trip.com/restaurant/china/lingshi/detail/restaurant-127646451/,,2026-08-02,2026-08-20,D7王家大院午餐,low,聚合评分样本仅1条；只因景区旁和09:00营业线索列为省转场主选
food-jixian-aggregate-20260802,commercial,Trip.com吉县餐厅榜2026年7月,https://www.trip.com/restaurant/ji-county-3038/,,2026-08-02,2026-08-20,D7至D9吉县用餐,medium,聚合吉州土菜馆阿利番茄面田园农家菜等评分评价量；县城餐饮证据仍低于大城市
dp-linxiang-qianfeng-current,commercial,大众点评林香斋千峰旗舰店商户页,https://www.dianping.com/shop/HabNJlVFKUoeMt8X,,2026-08-02,2026-08-14,D3晚餐与D4午餐备选,medium,千峰南路111号；4.8分10531条评价人均87元；11:00至14:30和18:00至22:00；过油肉与糖醋丸子推荐较集中
dp-bingzhou-qianfeng-current,commercial,大众点评并州饭店千峰南路店商户页,https://www.dianping.com/shop/l6BUVkurkJSL8RVv,,2026-08-02,2026-08-14,D4早餐与D5备选,medium,当前千峰南路81号对应并州饭店而非原计划清和元；4.2分659条评价人均44元；06:30开始早餐；平台状态提示不确定需T-1电话确认
dp-shanxipai-qianfeng-current,commercial,大众点评山西派千峰路店商户页,https://www.dianping.com/shop/G4hEzofBogLaYrrr,,2026-08-02,2026-08-14,D4午餐,medium,千峰路81号；4.0分4205条评价人均53元；10:30至14:30和17:30至22:30；部分栲栳栳口味偏辣需分开
dp-binhewei-current,commercial,大众点评滨河味道南内环店商户页,https://www.dianping.com/shop/l5b6mhbnEzS5uqFc,,2026-08-02,2026-08-14,D4晚餐,medium,南内环街97号；4.8分5906条评价人均104元；主营晋菜并非粤菜；推荐信号集中在糖醋丸子和豆腐等
dp-tianyuan-current,commercial,大众点评天元奎餐厅平遥古城南街店商户页,https://www.dianping.com/shop/G1dxZxXH69oETiwS,,2026-08-02,2026-08-14,D5晚餐,medium,南街73号；4.6分66210条评价人均68元；10:00至23:00且有儿童椅；高热推荐菜仍需用近期实吃笔记校正
dp-hongwuji-current,commercial,大众点评洪武记饭店平遥古城南大街店商户页,https://www.dianping.com/shop/H6EWfzv2VRCI7Y5e,,2026-08-02,2026-08-14,D6午餐,medium,南大街84号；4.5分54348条评价人均63元；10:30至23:00且有儿童椅；老陈醋焖牛肉推荐最集中
dp-dongji-current,commercial,大众点评董记炒碗托裕成源店商户页,https://www.dianping.com/shop/l2FnjeTFWdjJjO9R,,2026-08-02,2026-08-14,D5至D6平遥小吃,medium,衙门街41号；4.0分9689条评价人均27元；08:00至22:30；不适配D6原定07:40前早餐时间
dp-wangjia-current,commercial,大众点评王家味道王家大院店商户页,https://www.dianping.com/shop/77467946,,2026-08-02,2026-08-20,D7午餐,medium,景区管理处停车场东侧；4.0分12071条评价人均51元；09:00至21:30；王家豆腐和软黄米饭推荐较集中
xhs-linxiang-negative-20260219,community,小红书：林香斋宴席套餐负面实吃,https://www.xiaohongshu.com/explore/699705950000000016009956,2026-02-19,2026-08-02,2026-08-14,D3林香斋点菜避坑,low,账号莫拉奇婷；分店未完全确认且更像宴席套餐；只采用不点固定套餐和未确认规格整鱼的提醒；不外推千峰旗舰店整体质量
xhs-qingheyuan-negative-20260712,community,小红书：清和元头脑负面体验,https://www.xiaohongshu.com/explore/6a5377b9000000000f029be1,2026-07-12,2026-08-02,2026-08-14,D4太原早餐口味,medium,账号Ahead；认为头脑油脂感和黄酒味明显；用于提醒不饮酒或怕油腻者不要整碗点
xhs-qingheyuan-positive-20260326,community,小红书：清和元头脑正面体验,https://www.xiaohongshu.com/explore/69bb87ea0000000023017544,2026-03-26,2026-08-02,2026-08-14,D4太原早餐口味,medium,账号cristal；认可头脑中羊肉莲藕山药和较轻酒味；与负面笔记构成明确口味分歧
xhs-hongwuji-mixed-20260604,community,小红书：洪武记菜品分项实吃,https://www.xiaohongshu.com/explore/6a21464c000000002101b3b8,2026-06-04,2026-08-02,2026-08-14,D6洪武记点菜,medium,账号evergreen；老醋焖牛肉软烂获好评；碗托偏淡平遥牛肉偏咸黄米凉糕偏软等菜存在分歧
xhs-renzaibeifang-20260709,community,小红书：人在北方菜馆实吃,https://www.xiaohongshu.com/explore/6a4f225b0000000021009d69,2026-07-09,2026-08-02,2026-08-14,D6晚餐,medium,账号筱毓；茶香焖肉软烂香；碗托有嚼劲但酱汁酸辣；用于推荐焖肉配蔬菜并把酱汁分开
xhs-tianyuan-negative-20260418,community,小红书：天元奎菜品负面实吃,https://www.xiaohongshu.com/explore/69e2de970000000023015cb2,2026-04-18,2026-08-02,2026-08-14,D5天元奎点菜,medium,账号Kate；认为长龙茄子偏咸酸油且牛肉栲栳栳面香不足；与平台热度和另一篇正面笔记交叉后用于避开首轮点单
xhs-wangjia-food-20260227,community,小红书：王家味道王家大院店实吃,https://www.xiaohongshu.com/explore/699eead5000000002603ec3f,2026-02-27,2026-08-02,2026-08-20,D7王家味道点菜,medium,账号Courbis；确认景区店并记录豆腐软黄米饭野菜等；状元糕为油炸黄米点心建议4人只分享一份
xhs-jixian-chengyuan-family-20260718,community,小红书：吉县诚源饭店亲子用餐,https://www.xiaohongshu.com/explore/6a5b809000000000110131ca,2026-07-18,2026-08-02,2026-08-20,D7至D8吉县正餐,medium,账号angela&j；带儿童家庭认可蒜香鲤鱼和性价比；店在小巷停车不便建议打车；笔记标题和定位用字不一致需T-1确认
xhs-jixian-chengyuan-20260719,community,小红书：吉县诚源饭店回头客推荐,https://www.xiaohongshu.com/explore/6a5c6f17000000000100d013,2026-07-19,2026-08-02,2026-08-20,D7至D8吉县正餐,medium,账号yiyi；记录夫妻小店并推荐蒜香鲤鱼和白丸子；营业与店名定位仍需T-1核对
xhs-hukou-fish-negative-20260526,community,小红书：壶口景区公路餐馆整鱼负面体验,https://www.xiaohongshu.com/explore/6a13ff9e00000000370341f5,2026-05-26,2026-08-02,2026-08-20,D8壶口用餐避坑,medium,账号携猫独闯G331；记录整鱼称重超预期且默认辣偏咸多刺；用于直达运城途中不点称重整鱼
xhs-yingxian-liangfen-negative-20260723,community,小红书：应县木塔前凉粉店面食负面体验,https://www.xiaohongshu.com/explore/6a61f2b20000000001031412,2026-07-23,2026-08-02,2026-08-16,D3应县午餐避坑,medium,账号兔小昕；记录凉粉专门店刀削面份量小并有排队争议；用于不在凉粉店点正餐面条
xhs-yingxian-ernv-20260710,community,小红书：应县二女凉粉实吃,https://www.xiaohongshu.com/explore/6a509e6c0000000021018b4a,2026-07-10,2026-08-02,2026-08-16,D3应县午餐,medium,账号issxi；认可滴溜和凉粉但认为面皮与肉夹馍普通；午餐有队但周转快且评论中存在油腻分歧
food-jixian-jizhou-review,community,吉州宾馆住客中餐厅评价,https://sg.trip.com/hotels/ji-county-hotel-detail-480783/jizhou-hotel/,,2026-08-02,2026-08-20,D7至D8吉县用餐,low,住客评价提到中餐厅价格友好和炸苹果；是否接待非住客及营业时间T-1电话确认
rental-shenzhou-datong,commercial,神州租车大同网点页,https://datong.zuche.com/,,2026-08-02,2026-08-14,D1大同机场取车,high,页面列出大同云冈机场自助点并标注24小时；指定日期5座车型库存和异地还车资格仍须订单页确认
rental-shenzhou-yuncheng,commercial,神州租车运城网点页,https://yuncheng.zuche.com/,,2026-08-02,2026-08-14,D8运城机场还车与D9步行进场,high,页面列出运城盐湖机场服务点并标注24小时；D8具体还车入口和酒店接驳方式须T-1向门店确认
rental-shenzhou-rules,commercial,神州租车官网租车说明与费用项目,https://www.zuche.com/,,2026-08-02,2026-08-14,全程租车预订与验车,high,官网说明取车需有效身份证和中国驾驶证；费用可能包含车辆租赁及服务费基础服务费车辆整备费和异地还车等可选项目；完整价格以订单页为准
rental-industry-standard,official,汽车租赁服务规范团体标准,https://www.crta.org.cn/webfile/upload/2024/08-12/09-04-110310855242284.pdf,2024-08-12,2026-08-02,2026-08-14,租车合同核对,medium,中国道路运输协会团体标准要求合同明示租金异地还车超时超里程和增值服务等费用并核验有效驾驶证；属于团体标准不等同法律法规
xuankong-selfdrive-parking,official,北岳恒山景区自驾停车与景交换乘说明,https://www.byhs.net.cn/Travel_Guide/12.html,,2026-08-02,2026-08-16,D3悬空寺自驾,high,景区说明悬空寺原停车场不足300位；自驾车停恒山游客中心免费停车场后统一乘20元每人景交进入
pingyao-south-parking,commercial,高德地图平遥古城小南门停车场,https://ditu.amap.com/place/B0FFIDO7BC,,2026-08-02,2026-08-20,D5至D6平遥停车备选,medium,只作城外公共停车位置参考；主方案仍将车辆留酒店免费停车并打车入古城
wutai-unesco,official,UNESCO世界遗产五台山,https://whc.unesco.org/en/list/1279,2009-06-26,2026-08-02,2027-08-02,D4至D5五台山背景,high,五台山作为佛教圣地及寺院建筑与山地景观共同构成文化景观；本行程看核心寺院群而非五台连穿
wutai-ticket-official,official,五台山游客服务中心票务问答,https://www.wtsykfwzx.com/lyxx_show.aspx?id=3125,,2026-08-02,2026-08-17,D4五台山门票,high,成人进山门票135元；部分寺庙另收约10元小门票；儿童优待和实时预约窗口以官方小程序为准
wutai-vehicle-20260723,official,五台山景区车辆预约与免费公交新规,https://news.cyol.com/gb/lvyou/articles/2026-07/23/content_qb7KgwtZbZ.html,2026-07-23,2026-08-02,2026-08-17,D4至D5五台山自驾,high,官方小程序完成人车预约及人脸核验；无预约车辆停指定停车场并可乘免费公交；支持动态候补
yanmen-current,commercial,携程雁门关景区实时开放与近期游客评价,https://you.ctrip.com/sight/daicounty1446104/75275.html,,2026-08-02,2026-08-16,D3雁门关,medium,页面显示08:00至17:30和电话0350-6100519；近期游客认为北门坡度较缓且核心约2小时；历史感强但复建和商业化预期需降低
yanmen-reservation-2026,commercial,雁门关2026假日预约提示,https://www.sohu.com/a/1016899544_121123771,2026-04-29,2026-08-02,2026-08-16,D3雁门关预约,medium,转述景区假日最大承载和二维码预约；8月普通日规则须T-1以官方渠道复核
hotel-daixian-quanzhi,commercial,全智酒店代州古城店指定日期库存与近期评价,https://hotels.ctrip.com/hotels/127374372.html?checkIn=2026-08-17&checkOut=2026-08-18&adult=2&children=1&ages=8&crn=1,,2026-08-05,,D3代县住宿历史备选,medium,8月5日历史快照；评分4.7共635条，同人数房价区域为空故未作主选；不作为当前库存或价格依据
hotel-daixian-kapiton,commercial,开普顿连锁酒店代县精选店指定日期实价,https://hotels.ctrip.com/hotels/5889879.html?checkIn=2026-08-17&checkOut=2026-08-18&adult=2&children=1&ages=8&crn=1,,2026-08-05,,D3代县住宿历史主选快照,high,8月5日历史快照；双床202元与三人间274元不再视为当前报价，下单前仍须看实时库存与退改
hotel-wutai-miaoyinju,commercial,妙隐居民宿五台山指定日期实价,https://hotels.ctrip.com/hotels/75399184.html?checkIn=2026-08-18&checkOut=2026-08-19&adult=2&children=1&ages=8&crn=1,,2026-08-05,,D4五台山住宿历史主选快照,high,8月5日历史快照；328元不再视为当前报价，仍以450元可取消阈值和实时结算页为准
hotel-wutai-meilihao,commercial,美丽豪酒店五台山南门指定日期实价,https://hotels.ctrip.com/hotels/122205535.html?checkIn=2026-08-18&checkOut=2026-08-19&adult=2&children=1&ages=8&crn=1,,2026-08-05,,D4五台山住宿历史备选快照,high,8月5日历史快照；294元和324元不再视为当前报价，下单前复核库存和退改
wutai-food-list,commercial,携程五台山美食列表与台怀镇餐厅榜,https://gs.ctrip.com/html5/you/foods/184.html,,2026-08-05,2026-08-17,D4至D5五台山用餐,low,可确认一盏明灯全素斋和璞舍餐厅等门店线索；评价量很小且缺少可读最新评论正文，所以只作T-1核实候选不支持高置信推荐
flight-mu6949-0815,commercial,MU6949广州至宁波公开航班时刻,https://www.flightstats.com/v2/flight-tracker/MU/6949,,2026-08-05,2026-08-14,D1广州至宁波,medium,公开时刻08:45至10:50；用户已确认航班号并出票；具体日期票面时间航站楼和航变通知优先
flight-mu6111-0815,commercial,东航浙江暑运宁波至大同航线时刻,https://news.sina.com.cn/zx/gj/2026-06-25/doc-inierihr7755288.shtml,2026-06-25,2026-08-05,2026-08-14,D1宁波至大同,high,东航浙江暑运信息显示7月1日至8月31日每日执飞；宁波19:50起飞大同22:15到达；用户已确认MU6111出票且票面优先
flight-cz5266-0823,commercial,CZ5266运城至广州公开航班时刻,https://flights.ctrip.com/international/Schedule/YCU-CAN.html,,2026-08-05,2026-08-22,D9运城至广州,medium,公开时刻07:20至10:00；用户已确认航班号并出票；票面时间航站楼和航司通知优先
hotel-yuncheng-weiyuan-20260805,commercial,微源国际酒店运城盐湖国际机场店指定日期核验,https://hotels.ctrip.com/hotels/114968689.html?checkIn=2026-08-22&checkOut=2026-08-23&adult=2&children=1&ages=8&crn=1,,2026-08-05,2026-08-21,D8运城机场住宿,medium,页面显示距机场约280米评分4.7共572条并有24小时前台免费停车接送机亲子房三人间；近期评论认可步行3至5分钟和房间大也有隔音一般反馈；指定日期房型价格区未加载故只设450元上限
hotel-yuncheng-weiyuan-booked-20260809,user,用户确认微源国际酒店大床房已预订,https://hotels.ctrip.com/hotels/114968689.html?checkIn=2026-08-22&checkOut=2026-08-23&adult=2&children=1&ages=8&crn=1,2026-08-09,2026-08-09,,D8运城机场住宿,high,用户确认8月22日至23日大床房1间总价178元；不记录订单号确认码或支付信息
user-hotel-wutai-zhijianshanxing-booked-20260811,user,用户确认知见山行民宿五台山风景区店已预订,https://www.ctrip.com/,2026-08-11,2026-08-11,,D4至D5五台山住宿,high,用户确认8月18日至19日1间1晚总价410元；不记录订单号确认码房型或支付信息；平台入口只作用户提供订单的非敏感定位，不替代订单凭证
yungang-summer-hours-20260809,commercial,云冈石窟2026暑期开放时间信息,https://www.sohu.com/a/1044920953_121124403,,2026-08-09,2026-08-16,D2云冈早场,medium,转引云冈研究院暑期公告称2026年7月11日至8月31日7:30至18:00开放且18:00停止检票；T-1再以云冈官方渠道复查
xhs-yungang-early-queue-20260808,community,小红书：8月8日早上7:20云冈石窟门口排队情况,https://www.xiaohongshu.com/explore/6a767cad0000000025003b91,2026-08-08,2026-08-09,2026-08-16,D2云冈早场,medium,账号镜玥澜；搜索结果可见标题日期与作者，正文未展开；用于证明早场入口也可能排队而非无人的经验线索
xhs-yungang-afternoon-crowd-20260730,community,小红书：云冈石窟下午巨多人,https://www.xiaohongshu.com/explore/6a6b0d6a000000002402fc04,2026-07-30,2026-08-09,2026-08-16,D2云冈晚场比较,medium,账号无情的粉色恶魔；搜索结果可见标题日期与作者，正文未展开；用于否定把下午当作当然避队时段
xhs-yungang-late-crowd-20260726,community,小红书：5点过的云冈石窟被骗人多,https://www.xiaohongshu.com/explore/6a65d87a0000000005038a36,2026-07-26,2026-08-09,2026-08-16,D2云冈晚场比较,medium,账号小田下班了(备婚版)；搜索结果可见标题日期作者与点赞80，正文未展开；用于否定闭园前一小时必然人少的经验假设
ceair-domestic-through,official,东航国内通程航班服务说明,https://global.ceair.com/global/static/Announcement/ScheduledGuidelines/OtherDetails/DomesticThroughFlightNotice/,,2026-08-08,2026-08-15,D1宁波中转行李与值机,high,通程航班可一次值机行李直挂；具体订单是否适用必须以广州柜台和票面为准，不能仅凭同航司航班号判断
ceair-airport-arrival,official,东航乘机指引,https://ecactivity.ceair.com/UI/BASIS135/app/index.html,,2026-08-08,2026-08-15,D1宁波返场缓冲,high,东航建议国内航班至少提前1个半小时到达机场；本计划15:45返场，为19:50起飞保留更长缓冲
ningbo-nantang-official,official,海曙区政府南塘老街介绍,https://www.haishu.gov.cn/art/2018/4/11/art_1229829901_59036196.html,2018-04-11,2026-08-08,,D1宁波半日游,high,南塘河遗留历史街区属于宁波八个历史街区之一，位于古城南门外；用于历史背景，开放和商户以当日现场为准
ningbo-nantang-transfer,commercial,宁波机场至南塘老街动态道路估算,https://uri.amap.com/search?keyword=宁波南塘老街A区&city=宁波,,2026-08-08,2026-08-14,D1宁波机场往返,medium,网约车单程按35至40分钟和50至80元规划；8月午后雷雨或拥堵时提前回场，T-1用实时导航刷新
ningbo-metro-line2-airport,commercial,携程机场交通：宁波地铁2号线机场站及站点列表,https://flights.ctrip.com/booking/airport-ngb/jichangjiaotong.html,,2026-08-08,2026-08-14,D1宁波机场至云霞路,medium,页面列出栎社国际机场站和云霞路站均属2号线；仅用于直达关系，具体时刻票价和临时运营以宁波轨道交通当日通知为准
ningbo-nantang-nearest-metro,commercial,Moovit：南塘老街最近地铁站,https://moovitapp.com/index/zh-cn/%E5%85%AC%E5%85%B1%E4%BA%A4%E9%80%9A-%E5%8D%97%E5%A1%98%E8%80%81%E8%A1%97-Ningbo-site_58726469-5387,,2026-08-08,2026-08-14,D1云霞路至南塘老街,medium,页面将云霞路列为南塘老街最近地铁站；站外步行距离和天气影响以当天导航为准
ningbo-citywalk-order,commercial,携程宁波一日游：鼓楼月湖南塘老街顺向线路,https://you.ctrip.com/travels/ningbo83/4152075.html,2024-06-15,2026-08-08,2026-08-14,D1鼓楼月湖南塘步行线,medium,成熟步行线将月湖和南塘老街连续安排；本计划压缩为鼓楼短停月湖北东侧和南塘午餐，不套用原文全部景点
xhs-nantang-transfer-20260215,community,小红书宁波机场3小时极限转机南塘老街逛吃,https://www.xiaohongshu.com/explore/6991caa6000000000a02f86f,2026-02-15,2026-08-08,2026-08-14,D1宁波半日游,medium,账号子牙；搜索结果显示以南塘老街为3小时紧凑转机逛吃目的地，点赞101；作为动线线索而非交通规则
xhs-nantang-transfer-20260308,community,小红书宁波转机2小时极限逛吃南塘老街,https://www.xiaohongshu.com/explore/69ad87930000000022031782,2026-03-08,2026-08-08,2026-08-14,D1宁波半日游,medium,账号抹茶的逐梦潜旅家；搜索结果显示2小时极限逛吃选择南塘老街，点赞14；用于支持单片区不跨城的取舍
xhs-ningbo-transfer-20250409,community,小红书宁波中转4小时打卡,https://www.xiaohongshu.com/explore/67f65401000000000903bc0a,2025-04-09,2026-08-08,2026-08-14,D1宁波半日游,medium,账号小虞子YUER；4小时中转打卡实录点赞688；与近期转机笔记共同支持给机场保留长缓冲
xhs-ningbo-halfday-20260408,community,小红书宁波半日游鼓楼南塘步行体验,https://www.xiaohongshu.com/explore/69d5bacb0000000023005fb7,2026-04-08,2026-08-11,2026-08-24,D1宁波半日游,medium,账号小周总是吃不饱；用于高温暴晒和不追加景点提醒；单篇体验不代表固定人流
xhs-ningbo-dining-20260526,community,小红书宁波南塘老街贴阁碧实吃,https://www.xiaohongshu.com/explore/6a1166b40000000007023525,2026-05-26,2026-08-11,2026-08-24,D1南塘午餐,medium,账号陈皮豆；熟制宁波菜可作候选；笔记中的生腌红膏蟹不纳入盛夏亲子转机菜单
xhs-yungang-fivehours-20260810,community,小红书云冈石窟8月7日午后实游与排队,https://www.xiaohongshu.com/explore/6a79883500000000330139e3,2026-08-10,2026-08-11,2026-08-24,D2云冈石窟,medium,账号PseudoMan；13点后入园及第6窟后段排队是单日经验；用于动态跳看和坐休而非低峰保证
xhs-huayan-map-20260802,community,小红书大同华严寺平面游览图及必看景点,https://www.xiaohongshu.com/explore/6a6edd9e00000000270217f5,2026-08-02,2026-08-11,2026-08-24,D2华严寺,medium,账号青山见我；与近期检索中的宝塔楼梯陡和下午开放经验共同支持只保核心两殿
xhs-datong-dining-20260706,community,小红书凯鸽与龙聚祥完整实吃,https://www.xiaohongshu.com/explore/6a4a768a000000000603574c,2026-07-06,2026-08-11,2026-08-24,D2迟午餐,medium,账号R nine；龙聚祥现包烧麦约等30分钟且凯鸽完整菜单偏晚；用于重排40分钟迟午餐
xhs-wutai-core-loop-20260810,community,小红书五台山核心寺院亲子近期建议,https://www.xiaohongshu.com/explore/6a792f930000000025016c47,2026-08-10,2026-08-11,2026-08-24,D4五台山,medium,账号momo；殊像寺塔院寺显通寺约2.5小时及评论中一天可完成仅为近期个体经验；维护和关闭T-1核对
xhs-jinci-shitouhan-20260728,community,小红书晋祠后石头汉实吃与距离,https://www.xiaohongshu.com/explore/6a682b95000000000f02964a,2026-07-28,2026-08-11,2026-08-24,D6晋祠午餐,medium,账号喜欢吃桃子鸭；笔记称距晋祠约4公里10分钟并认可羊汤烤串；炒羊血偏酸辣不纳入菜单
xhs-hukou-family-20260809,community,小红书壶口瀑布山西侧亲子自驾打卡,https://www.xiaohongshu.com/explore/6a7757710000000005028212,2026-08-09,2026-08-11,2026-08-24,D8壶口至运城,medium,账号玥瑶；早场体验和旅游公路施工为单次经历；用于优先高速和T-1实时导航而非固定道路结论
user-hotel-hukou-suanzaoshu-selected-20260811,user,用户指定酸枣树酒店并确认1晚170元,https://mm.ctrip.com/html5/hotel/hoteldetail/112763299.html,,2026-08-11,,D7-D8陕西壶口住宿,high,用户指定8月21日至22日入住并补充价格170元；不记录订单号房型或支付凭证
hotel-hukou-suanzaoshu-current-20260811,commercial,携程酸枣树酒店壶口瀑布店实时酒店页,https://mm.ctrip.com/html5/hotel/hoteldetail/112763299.html,,2026-08-11,2026-08-21,D7-D8陕西壶口住宿,high,页面地址为宜川壶口镇政府广场东南侧50米；近期公开住客信息称步行约200米到游客中心；营业停车儿童政策T-1复核
hukou-cross-province-ticket-202606,official,中国旅游报壶口瀑布晋陕门票互通政策,https://www.ctnews.com.cn/dongtai/m/content/2026-06/03/content_188058.html,2026-06-03,2026-08-11,2026-08-21,D8壶口双侧,high,80元实名票两日内可分别进入晋陕两侧各一次；两侧景交开放和水情仍须T-1分别复核
